OverallQual,YearBuilt,YearRemodAdd,GarageArea,1stFlrSF,TotalBsmtSF,GrLivArea,GarageCars,Fireplaces,TotRmsAbvGrd,FullBath,MSZoning,GarageType,Neighborhood,Condition1,Condition2,ExterQual,BsmtQual,KitchenQual,GarageQual,GarageFinish,SaleType,SaleCondition,FireplaceQu,RoofMatl,Exterior1st,Exterior2nd,Foundation,MiscFeature,PoolQC,Electrical,HeatingQC,Heating,BsmtExposure,BsmtCond,ExterCond,BsmtFinType1,BsmtFinType2,SalePrice
5,1924,1950,308,1026,1026,1691,1,1,6,2,RL,Detchd,SWISU,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,BrkFace,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,Unf,127000
7,2006,2006,572,1301,1293,1301,2,1,5,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,TA,Unf,Unf,187750
7,2006,2006,639,939,939,1797,2,0,8,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,213500
6,1928,1950,360,784,784,784,2,0,5,1,RH,Detchd,SawyerW,Norm,Norm,TA,Fa,TA,Fa,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,Fa,TA,Unf,Unf,76000
6,1992,1992,501,1079,1580,1953,2,2,9,2,RL,Attchd,ClearCr,Feedr,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Fa,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,240000
8,2004,2005,430,1269,1256,1269,2,1,6,2,RL,Attchd,Blmngtn,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,192000
5,1910,1996,0,658,658,1184,0,0,8,1,RL,Unknown,Edwards,Feedr,Norm,TA,TA,TA,Unknown,Unknown,WD,AdjLand,Unknown,CompShg,Wd Sdng,VinylSd,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,Fa,Unf,Unf,81000
6,1976,1976,352,1125,1041,1125,1,1,6,1,RL,Detchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Abnorml,Fa,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,ALQ,Unf,125000
7,1999,2000,577,1479,1468,1479,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,191000
10,2007,2008,846,1742,1682,2332,3,1,9,2,RL,BuiltIn,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,Fin,New,Partial,Ex,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,426000
5,1900,1950,384,961,861,1367,1,0,7,1,RL,Detchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,TA,Rec,BLQ,119000
6,2001,2002,560,804,804,1961,2,1,7,2,RL,BuiltIn,Mitchel,Norm,Norm,TA,Ex,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,215000
5,1959,1959,294,882,0,882,1,0,5,1,RL,Attchd,NAmes,Norm,Norm,TA,Unknown,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,Slab,Shed,Unknown,SBrkr,TA,GasA,Unknown,Unknown,TA,Unknown,Unknown,106500
4,1941,1950,0,788,788,788,0,2,4,1,RL,Unknown,BrkSide,Feedr,Norm,TA,TA,TA,Unknown,Unknown,WD,Abnorml,TA,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Rec,Unf,100000
5,1940,1950,240,735,735,1034,1,0,5,1,RL,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,Unf,Unf,109000
5,1956,1956,596,1144,1144,1144,1,0,6,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,BLQ,Unf,129000
5,1972,1972,600,894,894,894,2,0,6,1,RL,Detchd,CollgCr,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,Rec,Unf,123000
5,1962,1962,264,876,864,1812,1,1,8,2,RL,Attchd,NAmes,PosN,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,169500
5,1920,1950,338,1077,961,1077,1,0,6,1,RM,Detchd,IDOTRR,Norm,Norm,TA,Fa,TA,Po,Unf,WD,Abnorml,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,Mix,Gd,GasA,No,Po,Fa,Unf,Unf,67000
7,2006,2007,438,1112,1092,1550,2,0,7,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,241000
8,1996,1996,500,1288,1260,1288,2,2,4,1,RL,Attchd,Veenker,Norm,Norm,Gd,Gd,Ex,TA,Fin,WD,Normal,Gd,CompShg,BrkFace,BrkFace,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,245500
7,2005,2005,400,1310,1310,1310,2,1,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,164990
5,1940,1997,240,672,672,672,1,0,4,1,RL,Detchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,108000
8,1998,1998,420,1165,1141,2263,2,1,10,2,RL,BuiltIn,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Abnorml,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,258000
6,1995,1996,373,806,806,1572,2,1,7,2,RL,BuiltIn,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,168000
4,1976,1993,490,1620,1281,1620,2,1,8,2,RL,Attchd,Sawyer,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,150000
6,1936,1950,240,1166,1064,1639,1,0,6,1,RL,Detchd,SWISU,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Unf,Unf,115000
6,1915,1976,308,840,840,1680,1,0,8,2,RL,Attchd,Crawfor,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Plywood,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,177000
7,2006,2006,947,1071,1063,2172,3,1,9,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,TA,Unf,Unf,280000
8,2007,2008,836,1050,1034,2078,3,1,8,2,FV,Attchd,Somerst,Norm,Norm,Gd,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,339750
5,1958,1958,350,1276,1276,1276,1,0,5,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,COD,Abnorml,Unknown,CompShg,BrkComm,Brk Cmn,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,Fa,Fa,Unf,Unf,60000
5,1955,1955,572,1056,1056,1056,2,0,5,1,RL,Attchd,Gilbert,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,Rec,Unf,145000
7,2009,2009,484,1478,1470,1478,2,1,7,2,FV,Attchd,Somerst,Norm,Norm,Ex,Ex,Gd,TA,Fin,New,Partial,Gd,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,222000
5,1927,1950,360,1028,1008,1028,2,1,5,1,RM,Detchd,OldTown,Artery,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,Unf,Unf,115000
7,1993,1993,678,1080,1080,2097,3,1,9,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,GLQ,228000
7,2007,2007,396,1340,1340,1340,2,0,6,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,181134
6,1978,1978,440,672,672,1400,2,1,6,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,149500
6,1918,1950,864,1370,1370,2624,3,1,10,2,RL,Detchd,Crawfor,Feedr,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Stucco,BrkTil,Unknown,Unknown,FuseA,TA,GasW,No,TA,TA,BLQ,Unf,239000
5,1940,1950,240,756,756,1134,1,0,7,1,RL,Detchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,AdjLand,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseF,Fa,GasA,No,TA,TA,ALQ,Unf,126000
5,1968,1968,304,1056,1056,1056,1,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Fa,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,142000
7,1997,1998,784,1344,1344,1344,4,0,8,2,RM,Attchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Alloca,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,Gd,Gd,GLQ,Unf,206300
6,1977,2000,529,1602,1602,1602,2,1,8,2,RL,Attchd,NWAmes,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,ALQ,Unf,215000
5,1954,1954,520,988,988,988,2,0,4,1,RL,Attchd,Mitchel,Artery,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Unf,Unf,113000
8,1998,1998,696,1470,1470,2630,3,1,8,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,315000
6,1956,1956,297,1196,1196,1196,1,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,LwQ,Unf,139000
7,1946,1992,240,707,651,1389,1,2,6,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,Unf,Unf,135000
7,1989,1989,569,1644,1518,1644,2,1,5,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Gd,TA,TA,GLQ,Unf,275000
4,1957,1957,352,907,907,907,1,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,109008
7,2007,2007,628,1208,1208,1208,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,195400
6,1988,1988,576,1412,1392,1412,2,1,6,2,RL,Attchd,Timber,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,GLQ,Unf,175000
6,1971,1971,264,483,483,987,1,0,4,1,RM,Detchd,BrDale,Norm,Norm,TA,TA,TA,TA,Unf,COD,Abnorml,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,85400
6,1920,1998,0,1088,901,1198,0,0,7,1,RM,Unknown,OldTown,Feedr,Norm,TA,TA,TA,Unknown,Unknown,ConLD,Abnorml,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,79900
5,1971,1971,440,765,765,1365,2,0,6,1,RM,Detchd,BrDale,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,122500
6,1997,1998,470,926,926,1604,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,181000
4,1972,1972,0,630,630,630,0,0,3,1,RM,Unknown,MeadowV,Norm,Norm,TA,Gd,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,Gd,ALQ,Unf,81000
7,1996,1996,550,827,799,1661,2,1,6,2,RL,Attchd,CollgCr,PosN,Norm,Gd,Gd,Gd,TA,RFn,ConLw,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,ALQ,212000
6,1920,1950,440,734,648,1118,2,0,6,1,RM,Detchd,OldTown,Norm,Norm,TA,Fa,TA,TA,Unf,WD,Normal,Unknown,CompShg,Stucco,Stucco,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Unf,Unf,116000
6,1926,2004,180,904,884,904,1,0,4,1,RM,Detchd,BrkSide,Norm,Norm,Gd,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,119000
5,1913,2002,352,694,440,694,1,1,4,1,RL,Detchd,Crawfor,Norm,Norm,TA,TA,Gd,Gd,Unf,WD,Normal,Gd,CompShg,WdShing,Stucco,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,Unf,90350
6,1920,2000,528,684,684,1196,2,0,7,1,RL,Detchd,Edwards,Norm,Norm,TA,TA,Gd,TA,Unf,ConLI,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Shed,Unknown,SBrkr,Gd,GasA,Mn,Fa,TA,Unf,Unf,110000
10,2008,2008,672,2402,3094,2402,3,2,10,2,RL,Attchd,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,ALQ,555000
4,1955,1955,0,1440,1440,1440,0,0,8,2,RL,Unknown,Edwards,Norm,Norm,TA,TA,Fa,Unknown,Unknown,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,FuseF,TA,GasA,No,TA,TA,ALQ,Unf,118000
5,1930,1992,360,1128,1078,1573,2,1,8,2,RM,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,162900
7,2006,2007,648,1258,1258,1258,3,1,6,2,RL,Attchd,Blmngtn,Norm,Norm,Gd,Ex,Gd,TA,Fin,New,Partial,Gd,CompShg,WdShing,Wd Shng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,172500
7,1994,1995,493,933,915,1908,2,1,8,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,GLQ,Unf,210000
6,1956,1956,480,1689,1436,1689,2,1,7,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,COD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,TA,Unf,Unf,127500
6,1966,2002,578,1888,1517,1888,2,1,6,2,RL,Attchd,NAmes,PosA,Norm,Gd,TA,Gd,TA,Fin,WD,Normal,Gd,CompShg,BrkFace,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Rec,190000
7,1998,1999,431,956,930,1886,2,1,10,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,199900
6,1937,1950,198,780,780,1376,1,1,7,2,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,119500
3,1948,2002,308,679,649,1183,1,0,6,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,120000
6,1930,2005,270,813,813,813,1,0,5,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,Gd,Fa,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Unf,Unf,110000
7,1975,1975,576,1533,1533,1533,2,2,5,2,RL,Attchd,ClearCr,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,TA,WdShngl,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,ALQ,Unf,280000
6,1996,1997,422,888,872,1756,2,0,7,2,RL,Attchd,Timber,Norm,Norm,Gd,Ex,TA,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,204000
8,2008,2008,676,786,768,1590,2,0,6,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,210000
5,1976,1976,560,1728,1728,1728,2,0,8,2,RL,Detchd,Mitchel,Norm,Norm,TA,TA,TA,TA,Unf,WD,Family,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,188000
7,1973,1973,528,1242,1242,1242,2,1,6,1,RL,Attchd,NWAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,TA,ALQ,Unf,175500
5,1916,1950,513,624,624,1344,3,0,7,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,Fa,Unf,COD,Abnorml,Unknown,CompShg,AsbShng,AsbShng,BrkTil,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,TA,Unf,Unf,98000
4,1954,1994,529,1663,1364,1663,2,2,6,1,RL,Attchd,ClearCr,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,Gd,Tar&Grv,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,BLQ,Unf,256000
8,1925,1996,228,833,588,1666,1,1,7,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,Stucco,Wd Shng,PConc,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,Gd,Unf,Unf,161000
5,1950,1950,352,979,709,1203,1,1,5,1,RL,Detchd,BrkSide,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,TA,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,Unf,110000
8,2009,2009,552,832,832,1935,2,0,8,2,FV,BuiltIn,Somerst,RRAn,Norm,Gd,Gd,TA,TA,Fin,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,263435
7,1936,2007,576,575,560,1135,2,0,6,1,RL,Detchd,SWISU,Feedr,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,Gd,ALQ,BLQ,155000
5,1965,1965,360,864,864,864,1,1,5,1,RL,Detchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Po,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,BLQ,62383
6,1934,1995,240,849,715,1660,1,1,6,1,RL,Detchd,Crawfor,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,CBlock,Unknown,Unknown,FuseA,Fa,GasA,No,TA,TA,LwQ,Unf,188700
5,1978,1978,0,1040,1040,1040,0,0,5,2,RL,Unknown,CollgCr,Norm,Norm,TA,Gd,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,124000
7,2004,2004,398,1414,1375,1414,2,1,6,2,RM,Attchd,Blmngtn,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,178740
7,1970,1970,526,1277,1277,1277,2,1,5,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Po,Tar&Grv,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,Gd,Gd,GLQ,Unf,167000
5,1942,1995,312,888,728,1644,1,2,7,1,RL,Attchd,NAmes,Artery,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,LwQ,Unf,146500
8,2006,2006,866,1634,1626,1634,3,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,250000
6,1993,1993,506,832,832,1710,2,0,7,2,RL,Attchd,SawyerW,RRNe,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,187000
8,1985,1985,528,1502,1488,1502,2,0,4,1,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,GLQ,BLQ,212000
7,1977,1977,534,1161,808,1969,2,1,8,2,RL,Attchd,NWAmes,PosA,Norm,TA,Gd,TA,TA,RFn,WD,Normal,Gd,WdShake,WdShing,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,190000
6,2005,2005,525,1072,547,1072,2,0,5,1,RM,Basment,Edwards,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,148000
8,2006,2007,908,1976,1976,1976,3,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,RFn,New,Partial,Ex,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,440000
8,2000,2000,499,1652,1494,1652,2,0,6,2,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Ex,TA,RFn,WD,Normal,Unknown,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,251000
5,1963,1963,624,970,970,970,2,0,5,1,RL,Detchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,GLQ,Unf,132500
